TEST ID,TEST DATE / UTC HOUR,GEO LATITUDE,GEO LONGITUDE,DOWNLOAD SPEED,UPLOAD SPEED,JITTER,LATENCY,PACKET LOSS,IPV6 SUPPORTED,DNSSEC SUPPORTED,TEST SERVER,browser_test_url,CONTRACTED DOWNLOAD SPEED,CONTRACTED UPLOAD SPEED,CONTRACTED DATA CAP,CONTRACTED MONTHLY COST,SERVICE TYPE,USER SATISFACTION,USER COMMENTS,HEATMAP_MUNICIPALITY
366,2015-05-20 10:01,53.631757,-110.030811,1.28,0.86,,,,FALSE,FALSE,Montreal,,,,,,,,,County of Vermilion River
451,2015-05-22 10:00,53.381155,-113.861499,9.15,0.9,,,,FALSE,FALSE,Toronto,,,,,,,,,Parkland County
460,2015-05-22 10:00,49.957702,-110.271767,0.54,0.58,,,,FALSE,TRUE,Toronto,,,,,,,,,Cypress County
1039,2015-05-20 10:00,53.474081,-112.951316,0.5,0.77,,,,FALSE,FALSE,Toronto,,,,,,,,,Strathcona County
1109,2015-05-19 10:00,51.575186,-112.869397,2.64,1.12,,,,FALSE,FALSE,Calgary,,,,,,,,,Starland County
1253,2015-05-20 10:00,50.950894,-114.570149,3.2,1.17,,,,FALSE,FALSE,Calgary,,,,,,,,,Rocky View County
1276,2015-05-20 10:00,53.176984,-112.611084,0.13,0.26,,,,FALSE,FALSE,Toronto,,,,,,,,,Camrose County
1637,2015-05-21 10:00,51.200757,-114.455971,6.31,2.15,,,,FALSE,TRUE,Calgary,,,,,,,,,Rocky View County
2053,2015-06-03 1:10,53.382523,-113.209053,0.96,0.53,,,,FALSE,FALSE,Calgary,,,,,,,,,Strathcona County
2217,2015-05-13 23:01,53.415443,-113.162757,0.24,0.23,,,,FALSE,FALSE,Calgary,,,,,,,,,Strathcona County
2231,2015-05-20 10:00,53.381155,-113.861499,8.52,0.88,,,,FALSE,FALSE,Calgary,,,,,,,,,Parkland County
2303,2015-05-24 10:00,50.915806,-114.278874,2.79,0.86,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Foothills No. 31
2339,2015-06-06 13:14,49.58229,-114.210881,1.85,0.43,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
2341,2015-05-20 10:00,53.61314,-113.99899,0.43,0.77,,,,FALSE,FALSE,Calgary,,,,,,,,,Parkland County
2460,2015-06-11 14:50,49.58229,-114.210881,3.46,1.28,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
2526,2015-05-25 10:00,53.381155,-113.861499,1.1,0.85,,,,FALSE,FALSE,Montreal,,,,,,,,,Parkland County
2939,2015-05-24 10:00,53.381155,-113.861499,1.72,0.89,,,,FALSE,FALSE,Montreal,,,,,,,,,Parkland County
3043,2015-06-01 2:29,52.467139,-113.114208,0.2,0.91,,,,FALSE,FALSE,Calgary,,,,,,,,,Lacombe County
3426,2015-05-20 10:00,52.159089,-112.695674,1.04,0.23,,,,FALSE,FALSE,Toronto,,,,,,,,,County of Stettler No. 6
3678,2015-05-22 10:00,53.381155,-113.861499,7.63,0.84,,,,FALSE,FALSE,Toronto,,,,,,,,,Parkland County
3685,2015-05-25 10:00,50.915806,-114.278874,0.23,0.44,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Foothills No. 31
3694,2015-05-25 10:00,50.915806,-114.278874,0.9,0.88,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Foothills No. 31
3778,2015-05-22 10:00,53.980658,-113.07231,2.33,0.95,,,,FALSE,FALSE,Calgary,,,,,,,,,Thorhild County
3969,2015-05-27 5:49,55.330361,-115.433671,7.15,3.76,,,,FALSE,FALSE,Toronto,,,,,,,,,Big Lakes County
4002,2015-05-24 10:00,51.239722,-114.496121,1.69,1.44,,,,FALSE,TRUE,Calgary,,,,,,,,,Rocky View County
4286,2015-05-20 10:00,53.670642,-113.492493,6.28,2.51,,,,FALSE,FALSE,Montreal,,,,,,,,,Sturgeon County
4327,2015-05-19 10:00,54.702428,-113.411953,2.72,0.77,,,,FALSE,FALSE,Calgary,,,,,,,,,Athabasca County
4512,2015-05-20 10:01,53.399064,-113.934732,2.76,1.02,,,,FALSE,FALSE,Calgary,,,,,,,,,Parkland County
4669,2015-05-21 10:00,51.062626,-114.304028,11.71,0.77,,,,FALSE,FALSE,Calgary,,,,,,,,,Rocky View County
4737,2015-05-21 10:00,53.381155,-113.861499,2.96,0.88,,,,FALSE,FALSE,Toronto,,,,,,,,,Parkland County
5263,2015-05-22 10:00,52.036775,-113.374644,2.44,1.12,,,,FALSE,TRUE,Calgary,,,,,,,,,Red Deer County
5507,2015-05-20 10:01,56.157531,-117.730815,0.37,0.33,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Peace No. 135
5703,2015-05-22 10:00,52.036775,-113.374644,2.75,0.91,,,,FALSE,TRUE,Calgary,,,,,,,,,Red Deer County
5716,2015-06-15 13:10,49.58229,-114.210881,2.49,1.07,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
5855,2015-06-20 12:58,49.58229,-114.210881,1.25,0.23,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
6075,2015-06-17 15:56,51.220166,-114.303506,2,0.42,,,,FALSE,FALSE,Calgary,,,,,,,,,Rocky View County
6246,2015-05-26 10:00,53.381155,-113.861499,4.97,0.88,,,,FALSE,FALSE,Montreal,,,,,,,,,Parkland County
6394,2015-05-22 10:00,53.682885,-113.566709,22.56,5.38,,,,FALSE,FALSE,Toronto,,,,,,,,,Sturgeon County
6584,2015-05-19 10:00,53.949185,-113.628177,0.53,0.95,,,,FALSE,TRUE,Calgary,,,,,,,,,Sturgeon County
6696,2015-05-20 10:00,53.381155,-113.861499,8.37,0.91,,,,FALSE,FALSE,Toronto,,,,,,,,,Parkland County
7177,2015-05-16 10:00,51.200757,-114.455971,2.88,1.02,,,,FALSE,FALSE,Calgary,,,,,,,,,Rocky View County
7719,2015-05-25 10:00,53.775121,-113.591106,2.68,2.84,,,,FALSE,FALSE,Calgary,,,,,,,,,Sturgeon County
7721,2015-05-22 10:00,53.949185,-113.628177,3.97,1.49,,,,FALSE,FALSE,Toronto,,,,,,,,,Sturgeon County
7881,2015-05-20 10:00,53.61314,-113.99899,0.46,0.79,,,,FALSE,FALSE,Toronto,,,,,,,,,Parkland County
8132,2015-05-13 23:01,53.40661,-113.202488,2.47,1.25,,,,FALSE,FALSE,Calgary,,,,,,,,,Strathcona County
8342,2015-05-25 10:00,50.950894,-114.570149,0.94,1.09,,,,FALSE,FALSE,Calgary,,,,,,,,,Rocky View County
8486,2015-05-20 10:00,53.474081,-112.951316,0.5,0.86,,,,FALSE,FALSE,Toronto,,,,,,,,,Strathcona County
8801,2015-05-20 10:00,53.474081,-112.951316,0.68,0.88,,,,FALSE,FALSE,Toronto,,,,,,,,,Strathcona County
9061,2015-05-27 2:12,53.549188,-113.138041,26.64,5.46,,,,FALSE,FALSE,Toronto,,,,,,,,,Strathcona County
9064,2015-05-22 10:00,52.036775,-113.374644,2.28,1.09,,,,FALSE,TRUE,Calgary,,,,,,,,,Red Deer County
9474,2015-05-22 10:00,51.200757,-114.455971,3.73,0.68,,,,FALSE,TRUE,Calgary,,,,,,,,,Rocky View County
9548,2015-05-31 11:38,49.58229,-114.210881,1.87,0.33,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
9666,2015-05-18 10:00,51.118236,-114.276839,2.7,1.16,,,,FALSE,FALSE,Calgary,,,,,,,,,Rocky View County
9972,2015-05-16 10:00,53.112804,-115.100693,1.08,0.34,,,,FALSE,FALSE,Calgary,,,,,,,,,Brazeau County
10077,2015-05-26 21:46,52.876623,-118.082509,0.5,0.59,,,,FALSE,FALSE,Calgary,,,,,,,,,Municipality of Jasper
10125,2015-05-25 10:00,53.892337,-113.83841,2.59,2.07,,,,FALSE,FALSE,Calgary,,,,,,,,,Sturgeon County
10254,2015-05-23 10:00,56.641801,-119.265333,4.73,7.03,,,,FALSE,FALSE,Calgary,,,,,,,,,Clear Hills County
10310,2015-05-25 10:00,53.381155,-113.861499,1.86,0.89,,,,FALSE,FALSE,Montreal,,,,,,,,,Parkland County
10498,2015-05-19 10:00,53.099098,-114.852409,1.49,0.28,,,,FALSE,TRUE,Calgary,,,,,,,,,Brazeau County
10648,2015-05-20 10:00,50.446845,-112.892534,0.6,0.49,,,,FALSE,FALSE,Calgary,,,,,,,,,Vulcan County
11020,2015-05-22 10:00,55.078314,-117.55965,4.77,1.05,,,,FALSE,FALSE,Toronto,,,,,,,,,M.D. of Greenview No. 16
11725,2015-06-17 15:52,51.220166,-114.303506,1.82,0.54,,,,FALSE,FALSE,Calgary,,,,,,,,,Rocky View County
11850,2015-05-20 10:00,52.970405,-113.965404,0.38,0.49,,,,FALSE,FALSE,Calgary,,,,,,,,,County of Wetaskiwin No. 10
11994,2015-05-20 10:01,53.828697,-112.116322,3.76,0.91,,,,FALSE,FALSE,Calgary,,,,,,,,,County of Two Hills No. 21
12048,2015-05-16 10:00,51.200757,-114.455971,37.97,76.02,,,,FALSE,FALSE,Calgary,,,,,,,,,Rocky View County
12838,2015-05-23 10:00,49.58229,-114.210881,2.6,1.39,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
13127,2015-05-21 10:00,53.381155,-113.861499,2.15,0.91,,,,FALSE,FALSE,Toronto,,,,,,,,,Parkland County
13233,2015-06-19 15:26,49.58229,-114.210881,0.23,0.2,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
13266,2015-05-22 10:00,53.381155,-113.861499,6.07,0.88,,,,FALSE,FALSE,Montreal,,,,,,,,,Parkland County
13691,2015-05-22 10:00,56.465515,-117.722123,0.38,0.23,,,,FALSE,FALSE,Calgary,,,,,,,,,County of  Northern Lights
13744,2015-05-21 10:00,53.381155,-113.861499,1.68,0.93,,,,FALSE,FALSE,Toronto,,,,,,,,,Parkland County
13860,2015-05-27 0:38,51.137926,-113.905781,5.65,3.02,,,,FALSE,FALSE,Calgary,,,,,,,,,Rocky View County
13900,2015-05-22 10:00,56.465515,-117.722123,0.27,0.21,,,,FALSE,FALSE,Toronto,,,,,,,,,County of  Northern Lights
14113,2015-05-18 10:00,53.886435,-119.12598,2.9,0.7,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Greenview No. 16
14310,2015-05-16 10:00,56.656614,-111.14468,2.69,1.02,,,,FALSE,FALSE,Calgary,,,,,,,,,Regional Municipality of Wood Buffalo
14320,2015-05-23 10:00,49.871501,-113.512449,17.16,79.33,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Willow Creek No. 26
14560,2015-06-06 11:23,49.58229,-114.210881,0.81,0.31,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
15036,2015-06-17 15:35,51.220166,-114.303506,1.33,0.51,,,,FALSE,FALSE,Calgary,,,,,,,,,Rocky View County
16199,2015-05-19 10:00,53.016622,-112.326244,2.84,0.79,,,,FALSE,FALSE,Calgary,,,,,,,,,Flagstaff County
16213,2015-05-25 10:00,50.915806,-114.278874,0.19,0.63,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Foothills No. 31
16289,2015-05-22 10:00,55.124023,-118.772587,1.03,1.16,,,,FALSE,FALSE,Calgary,,,,,,,,,County of Grande Prairie No. 1
16672,2015-05-23 10:00,53.775121,-113.591106,4.92,1,,,,FALSE,TRUE,Calgary,,,,,,,,,Sturgeon County
16758,2015-05-22 10:00,53.381155,-113.861499,1.37,0.93,,,,FALSE,FALSE,Calgary,,,,,,,,,Parkland County
16920,2015-05-24 10:00,53.381155,-113.861499,1.75,0.9,,,,FALSE,FALSE,Montreal,,,,,,,,,Parkland County
17220,2015-05-19 10:00,49.871501,-113.512449,4.3,1.13,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Willow Creek No. 26
17683,2015-05-20 10:01,49.606411,-114.436707,19.39,2.86,,,,FALSE,FALSE,Calgary,,,,,,,,,Municipality of Crowsnest Pass
17744,2015-06-20 11:10,49.58229,-114.210881,2.29,0.95,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
17756,2015-05-20 10:00,55.94013,-113.768338,14.13,18.9,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Opportunity No. 17
17793,2015-05-27 12:48,54.743044,-113.425817,0.59,0.7,,,,FALSE,TRUE,Calgary,,,,,,,,,Athabasca County
17867,2015-06-17 4:01,50.605392,-113.625984,0.98,0.4,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Foothills No. 31
17899,2015-05-20 10:01,53.631757,-110.030811,0.75,0.98,,,,FALSE,FALSE,Calgary,,,,,,,,,County of Vermilion River
17923,2015-06-17 23:38,50.996347,-114.495472,6.85,2.14,,,,FALSE,FALSE,Calgary,,,,,,,,,Rocky View County
18020,2015-05-21 10:00,49.871501,-113.512449,0.89,1.05,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Willow Creek No. 26
18232,2015-05-19 10:00,51.206617,-114.391309,1.44,0.54,,,,FALSE,TRUE,Calgary,,,,,,,,,Rocky View County
18419,2015-06-13 0:59,50.970182,-113.668695,5.3,1.19,,,,FALSE,TRUE,Calgary,,,,,,,,,Rocky View County
18442,2015-05-22 10:00,52.467139,-113.114208,0.4,0.88,,,,FALSE,FALSE,Toronto,,,,,,,,,Lacombe County
18444,2015-05-21 10:00,53.381155,-113.861499,4.58,0.89,,,,FALSE,FALSE,Toronto,,,,,,,,,Parkland County
18711,2015-05-28 6:16,51.017036,-114.281345,6.16,4.59,,,,FALSE,FALSE,Calgary,,,,,,,,,Rocky View County
18954,2015-05-18 10:00,50.751992,-114.320859,1.1,0.43,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Foothills No. 31
18994,2015-06-03 14:43,53.273804,-113.144757,0.14,0.21,,,,FALSE,FALSE,Calgary,,,,,,,,,Leduc County
19197,2015-05-20 10:01,53.5649,-113.2467,14.66,4.67,,,,FALSE,FALSE,Toronto,,,,,,,,,Strathcona County
19585,2015-05-19 10:00,50.446845,-112.892534,1.05,0.35,,,,FALSE,FALSE,Calgary,,,,,,,,,Vulcan County
19731,2015-05-20 10:00,53.381155,-113.861499,1.35,0.9,,,,FALSE,FALSE,Calgary,,,,,,,,,Parkland County
19773,2015-05-27 5:36,53.545979,-113.246352,3.3,2.19,,,,FALSE,TRUE,Toronto,,,,,,,,,Strathcona County
20147,2015-05-24 10:00,53.580266,-113.888175,19.75,2.72,,,,FALSE,FALSE,Toronto,,,,,,,,,Parkland County
20220,2015-05-16 10:00,50.950894,-114.570149,2.53,0.91,,,,FALSE,FALSE,Calgary,,,,,,,,,Rocky View County
20604,2015-05-20 10:00,51.200757,-114.455971,7.73,2.11,,,,FALSE,TRUE,Calgary,,,,,,,,,Rocky View County
20778,2015-05-26 17:53,55.330361,-115.433671,1.28,0.32,,,,FALSE,FALSE,Calgary,,,,,,,,,Big Lakes County
21467,2015-05-20 10:00,53.381155,-113.861499,1.21,0.91,,,,FALSE,FALSE,Calgary,,,,,,,,,Parkland County
21528,2015-05-23 10:00,49.58229,-114.210881,2.47,1.21,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
21590,2015-06-12 15:42,51.152635,-114.270311,83,56.21,,,,FALSE,FALSE,Calgary,,,,,,,,,Rocky View County
21632,2015-05-18 10:00,51.075809,-113.870112,0.9,5.37,,,,FALSE,FALSE,Calgary,,,,,,,,,Rocky View County
21864,2015-05-20 10:00,53.53293,-114.053622,1.51,1,,,,FALSE,FALSE,Toronto,,,,,,,,,Parkland County
22111,2015-05-20 10:00,53.381155,-113.861499,5.95,0.92,,,,FALSE,FALSE,Toronto,,,,,,,,,Parkland County
22200,2015-05-20 10:01,53.631757,-110.030811,1.34,0.91,,,,FALSE,FALSE,Calgary,,,,,,,,,County of Vermilion River
22387,2015-05-22 10:00,49.58229,-114.210881,1.51,0.76,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
22422,2015-05-26 22:23,49.606411,-114.436707,2.54,0.67,,,,FALSE,FALSE,Calgary,,,,,,,,,Municipality of Crowsnest Pass
22969,2015-05-21 10:00,53.381155,-113.861499,3.06,0.88,,,,FALSE,FALSE,Toronto,,,,,,,,,Parkland County
23253,2015-05-26 10:00,53.381155,-113.861499,1.73,0.95,,,,FALSE,FALSE,Montreal,,,,,,,,,Parkland County
23368,2015-05-22 10:00,50.842134,-114.001393,2.88,0.91,,,,FALSE,TRUE,Calgary,,,,,,,,,M.D. of Foothills No. 31
23675,2015-06-02 4:01,53.381155,-113.861499,1.14,0.92,,,,FALSE,FALSE,Calgary,,,,,,,,,Parkland County
23808,2015-05-20 10:00,53.61314,-113.99899,0.47,0.84,,,,FALSE,FALSE,Montreal,,,,,,,,,Parkland County
24223,2015-06-19 20:56,49.58229,-114.210881,0.54,0.18,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
24302,2015-06-05 11:31,49.58229,-114.210881,1.7,0.35,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
24548,2015-05-21 10:00,52.876623,-118.082509,4.07,0.22,,,,FALSE,FALSE,Calgary,,,,,,,,,Municipality of Jasper
24567,2015-06-04 15:15,52.516632,-111.929541,0.66,0.97,,,,FALSE,FALSE,Montreal,,,,,,,,,Flagstaff County
25221,2015-05-21 10:00,53.079646,-114.112316,5.2,1.02,,,,FALSE,FALSE,Calgary,,,,,,,,,Leduc County
25285,2015-05-18 10:00,53.775121,-113.591106,2.37,0.84,,,,FALSE,FALSE,Calgary,,,,,,,,,Sturgeon County
25286,2015-06-01 5:20,55.602541,-119.424091,0.29,0.58,,,,FALSE,TRUE,Calgary,,,,,,,,,Saddle Hills County
25511,2015-05-22 10:00,51.200757,-114.455971,4.66,1,,,,FALSE,TRUE,Calgary,,,,,,,,,Rocky View County
25577,2015-06-17 15:55,51.220166,-114.303506,2.14,0.65,,,,FALSE,FALSE,Toronto,,,,,,,,,Rocky View County
25723,2015-05-16 10:00,49.606411,-114.436707,17.11,2.67,,,,FALSE,FALSE,Calgary,,,,,,,,,Municipality of Crowsnest Pass
25986,2015-06-20 19:23,52.926707,-113.824042,2.04,0.56,,,,FALSE,FALSE,Calgary,,,,,,,,,County of Wetaskiwin No. 10
26005,2015-05-20 10:01,53.631757,-110.030811,0.86,1.02,,,,FALSE,FALSE,Calgary,,,,,,,,,County of Vermilion River
26127,2015-05-20 10:00,52.876623,-118.082509,1.38,0.72,,,,FALSE,FALSE,Montreal,,,,,,,,,Municipality of Jasper
26312,2015-06-10 23:38,52.876364,-118.084252,16.85,0.67,,,,FALSE,FALSE,Calgary,,,,,,,,,Municipality of Jasper
26318,2015-05-20 10:00,52.876623,-118.082509,1.8,0.77,,,,FALSE,FALSE,Toronto,,,,,,,,,Municipality of Jasper
26330,2015-05-16 10:00,51.200757,-114.455971,9.28,0.93,,,,FALSE,FALSE,Montreal,,,,,,,,,Rocky View County
26384,2015-05-20 10:01,53.631757,-110.030811,0.86,0.86,,,,FALSE,FALSE,Toronto,,,,,,,,,County of Vermilion River
26891,2015-05-18 10:00,50.241815,-111.167088,3.18,0.86,,,,FALSE,FALSE,Calgary,,,,,,,,,Cypress County
26897,2015-05-22 10:00,56.465515,-117.722123,0.76,0.63,,,,FALSE,FALSE,Toronto,,,,,,,,,County of  Northern Lights
27354,2015-05-24 10:00,49.58229,-114.210881,1.98,0.94,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
27500,2015-05-22 10:00,55.078314,-117.55965,3.86,1.05,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Greenview No. 16
27977,2015-06-04 18:43,49.58229,-114.210881,1.07,0.16,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
28044,2015-05-24 10:00,54.033843,-115.306326,18.63,4.81,,,,FALSE,FALSE,Calgary,,,,,,,,,Lac Ste. Anne County
28061,2015-05-22 10:00,53.381155,-113.861499,2.1,0.9,,,,FALSE,FALSE,Calgary,,,,,,,,,Parkland County
28062,2015-05-20 10:01,53.775121,-113.591106,1.08,0.94,,,,FALSE,FALSE,Calgary,,,,,,,,,Sturgeon County
28171,2015-05-22 10:00,49.871501,-113.512449,8.73,1.12,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Willow Creek No. 26
28335,2015-05-23 10:00,49.58229,-114.210881,0.66,0.47,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
28397,2015-05-22 10:00,53.381155,-113.861499,7.88,0.93,,,,FALSE,FALSE,Montreal,,,,,,,,,Parkland County
28927,2015-05-25 10:00,49.58229,-114.210881,0.16,0.16,,,,FALSE,FALSE,Toronto,,,,,,,,,M.D. of Pincher Creek No. 9
29789,2015-05-19 10:00,52.970405,-113.965404,0.64,0.72,,,,FALSE,FALSE,Calgary,,,,,,,,,County of Wetaskiwin No. 10
30346,2015-05-27 5:38,53.545979,-113.246352,11.06,2.65,,,,FALSE,TRUE,Toronto,,,,,,,,,Strathcona County
31142,2015-05-23 10:00,56.157531,-117.730815,4.63,0.91,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Peace No. 135
31179,2015-05-20 10:00,51.019914,-114.269977,17.18,2.62,,,,FALSE,FALSE,Calgary,,,,,,,,,Rocky View County
31272,2015-05-22 10:00,53.682885,-113.566709,18.05,5.32,,,,FALSE,FALSE,Montreal,,,,,,,,,Sturgeon County
31448,2015-05-20 10:00,53.474081,-112.951316,0.53,0.84,,,,FALSE,FALSE,Toronto,,,,,,,,,Strathcona County
31572,2015-06-17 15:56,51.220166,-114.303506,2.95,0.7,,,,FALSE,FALSE,Montreal,,,,,,,,,Rocky View County
32045,2015-05-22 10:00,53.682885,-113.566709,16.23,4.72,,,,FALSE,FALSE,Montreal,,,,,,,,,Sturgeon County
32052,2015-05-16 10:00,53.426733,-113.849096,1.9,0.74,,,,FALSE,FALSE,Calgary,,,,,,,,,Parkland County
32245,2015-05-23 10:00,51.810153,-114.138148,0.34,0.58,,,,FALSE,TRUE,Calgary,,,,,,,,,Mountain View County
32255,2015-05-23 10:00,49.986983,-113.440701,3.37,1.14,,,,FALSE,TRUE,Calgary,,,,,,,,,M.D. of Willow Creek No. 26
32424,2015-05-20 10:01,56.656614,-111.14468,2.28,0.99,,,,FALSE,FALSE,Toronto,,,,,,,,,Regional Municipality of Wood Buffalo
32428,2015-05-19 10:00,53.775121,-113.591106,3.37,4.46,,,,FALSE,FALSE,Calgary,,,,,,,,,Sturgeon County
32620,2015-05-18 10:00,49.58229,-114.210881,1.09,0.35,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
33073,2015-06-07 0:28,52.876364,-118.084252,14.74,0.72,,,,FALSE,FALSE,Calgary,,,,,,,,,Municipality of Jasper
33302,2015-05-24 10:00,51.239722,-114.496121,1.12,1.16,,,,FALSE,TRUE,Calgary,,,,,,,,,Rocky View County
33504,2015-05-25 10:00,49.58229,-114.210881,2.2,1.74,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
33676,2015-05-23 10:00,53.61314,-113.99899,1.78,0.81,,,,FALSE,FALSE,Calgary,,,,,,,,,Parkland County
33765,2015-06-07 9:49,49.58229,-114.210881,0.84,0.16,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
33862,2015-05-22 10:00,53.61314,-113.99899,1,0.74,,,,FALSE,FALSE,Calgary,,,,,,,,,Parkland County
33971,2015-06-10 3:38,52.036775,-113.374644,2.18,1.12,,,,FALSE,TRUE,Calgary,,,,,,,,,Red Deer County
34247,2015-05-30 11:47,49.58229,-114.210881,0.89,0.37,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
34694,2015-05-22 10:00,52.467139,-113.114208,0.27,0.98,,,,FALSE,FALSE,Calgary,,,,,,,,,Lacombe County
34904,2015-05-21 10:00,52.412318,-113.682403,2.38,0.88,,,,FALSE,TRUE,Calgary,,,,,,,,,Lacombe County
34923,2015-05-22 10:00,53.381155,-113.861499,2.84,0.88,,,,FALSE,FALSE,Montreal,,,,,,,,,Parkland County
34929,2015-05-17 10:00,51.200757,-114.455971,3.93,0.49,,,,FALSE,TRUE,Calgary,,,,,,,,,Rocky View County
34950,2015-05-20 10:00,53.381155,-113.861499,1.37,0.88,,,,FALSE,FALSE,Toronto,,,,,,,,,Parkland County
35235,2015-06-17 4:15,50.605392,-113.625984,9.36,1.02,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Foothills No. 31
35349,2015-05-22 10:00,56.465515,-117.722123,0.72,0.7,,,,FALSE,FALSE,Calgary,,,,,,,,,County of  Northern Lights
35678,2015-05-24 10:00,53.381155,-113.861499,1.28,0.98,,,,FALSE,FALSE,Toronto,,,,,,,,,Parkland County
36269,2015-05-29 23:34,49.58229,-114.210881,0.82,0.12,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
36837,2015-06-12 12:14,49.58229,-114.210881,4.83,3.04,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Pincher Creek No. 9
36941,2015-05-16 10:00,51.200757,-114.455971,9.13,1,,,,FALSE,FALSE,Calgary,,,,,,,,,Rocky View County
37043,2015-05-20 10:00,53.381155,-113.861499,5.19,0.85,,,,FALSE,FALSE,Calgary,,,,,,,,,Parkland County
37058,2015-05-26 10:00,51.200757,-114.455971,2.03,1.62,,,,FALSE,TRUE,Calgary,,,,,,,,,Rocky View County
37098,2015-05-22 10:00,49.634977,-114.500118,26.88,2.65,,,,FALSE,FALSE,Calgary,,,,,,,,,Municipality of Crowsnest Pass
37196,2015-05-16 10:00,51.361742,-110.480192,4.5,0.84,,,,FALSE,FALSE,Calgary,,,,,,,,,"Special Areas 2, 3, 4"
37287,2015-05-18 10:00,52.036775,-113.374644,2.16,0.47,,,,FALSE,FALSE,Calgary,,,,,,,,,Red Deer County
37562,2015-06-12 15:40,51.152635,-114.270311,85.21,73.06,,,,FALSE,FALSE,Calgary,,,,,,,,,Rocky View County
37565,2015-05-21 10:00,52.876623,-118.082509,4.59,0.93,,,,FALSE,FALSE,Calgary,,,,,,,,,Municipality of Jasper
38265,2015-05-23 10:00,53.708639,-111.754459,3.28,0.8,,,,FALSE,FALSE,Calgary,,,,,,,,,County of Two Hills No. 21
38301,2015-05-20 10:00,53.381155,-113.861499,0.74,0.89,,,,FALSE,FALSE,Calgary,,,,,,,,,Parkland County
38339,2015-05-24 10:00,53.381155,-113.861499,1.6,0.93,,,,FALSE,FALSE,Calgary,,,,,,,,,Parkland County
39080,2015-05-20 10:01,50.751992,-114.320859,0.18,0.12,,,,FALSE,FALSE,Calgary,,,,,,,,,M.D. of Foothills No. 31
39179,2015-05-21 10:00,53.381155,-113.861499,5.15,0.9,,,,FALSE,FALSE,Toronto,,,,,,,,,Parkland County
40184,2015-06-09 14:33,50.188353,-110.627514,2.43,2.23,,,,FALSE,FALSE,Calgary,,,,,,,,,Cypress County
40292,2015-06-03 0:22,53.273804,-113.144757,0.44,0.59,,,,FALSE,TRUE,Calgary,,,,,,,,,Leduc County
40387,2015-05-20 10:00,53.381155,-113.861499,3.52,0.94,,,,FALSE,FALSE,Calgary,,,,,,,,,Parkland County
40579,2015-05-22 10:00,51.14951,-114.266609,14.18,4.81,,,,FALSE,FALSE,Calgary,,,,,,,,,Rocky View County
